k,x,y
Transportation and Warehousing,223872.11385683378,334.0
Transportation and Warehousing,251188.6431509582,110.0
Transportation and Warehousing,281838.2931264455,156.0
Transportation and Warehousing,316227.7660168379,38.0
Transportation and Warehousing,354813.3892335753,20.0
Transportation and Warehousing,398107.1705534969,39.0
Transportation and Warehousing,446683.5921509635,120.0
Transportation and Warehousing,501187.2336272725,129.0
Transportation and Warehousing,562341.3251903491,101.0
Transportation and Warehousing,630957.344480193,34.0
Transportation and Warehousing,707945.7843841374,28.0
Educational Services,1995.2623149688789,190.0
Educational Services,2238.72113856834,1122.0
Educational Services,2511.88643150958,443.0
Educational Services,2818.382931264455,1788.0
Educational Services,3162.2776601683795,907.0
Educational Services,3548.133892335753,626.0
Educational Services,3981.0717055349733,1858.0
Educational Services,4466.835921509631,3132.0
Educational Services,5011.872336272725,778.0
Educational Services,5623.413251903491,2014.0
Educational Services,6309.57344480193,1519.0
Educational Services,7079.457843841381,964.0
Educational Services,7943.282347242814,2065.0
Educational Services,8912.509381337459,1399.0
Educational Services,10000.0,3768.0
Educational Services,11220.18454301963,2872.0
Educational Services,12589.254117941662,2222.0
Educational Services,14125.375446227554,3099.0
Educational Services,15848.93192461114,2514.0
Educational Services,17782.794100389227,3107.0
Educational Services,19952.62314968879,6110.0
Educational Services,22387.21138568338,5682.0
Educational Services,25118.864315095823,3715.0
Educational Services,28183.82931264455,5893.0
Educational Services,31622.776601683792,6128.0
Educational Services,35481.33892335753,4933.0
Educational Services,39810.71705534969,9360.0
Educational Services,44668.359215096345,14159.0
Educational Services,50118.72336272725,9764.0
Educational Services,56234.13251903491,11291.0
Educational Services,63095.7344480193,10680.0
Educational Services,70794.57843841374,7504.0
Educational Services,79432.82347242821,8095.0
Educational Services,89125.0938133746,5867.0
Educational Services,100000.0,6056.0
Educational Services,112201.84543019629,2994.0
Educational Services,125892.54117941661,1972.0
Educational Services,141253.75446227554,1216.0
Educational Services,158489.3192461114,877.0
Educational Services,177827.94100389228,534.0
Educational Services,199526.2314968879,652.0
Educational Services,223872.11385683378,387.0
Educational Services,251188.6431509582,150.0
Educational Services,281838.2931264455,174.0
Educational Services,316227.7660168379,85.0
Educational Services,354813.3892335753,32.0
Educational Services,398107.1705534969,80.0
Educational Services,446683.5921509635,126.0
Educational Services,501187.2336272725,158.0
Educational Services,562341.3251903491,98.0
Educational Services,630957.344480193,59.0
Educational Services,707945.7843841374,72.0
Retail Trade,1995.2623149688789,263.0
Retail Trade,2238.72113856834,1583.0
Retail Trade,2511.88643150958,614.0
Retail Trade,2818.382931264455,2683.0
Retail Trade,3162.2776601683795,1310.0
Retail Trade,3548.133892335753,863.0
Retail Trade,3981.0717055349733,2715.0
Retail Trade,4466.835921509631,4831.0
Retail Trade,5011.872336272725,1213.0
Retail Trade,5623.413251903491,3194.0
Retail Trade,6309.57344480193,2560.0
Retail Trade,7079.457843841381,1646.0
Retail Trade,7943.282347242814,3467.0
Retail Trade,8912.509381337459,2670.0
Retail Trade,10000.0,6546.0
Retail Trade,11220.18454301963,5033.0
Retail Trade,12589.254117941662,3972.0
Retail Trade,14125.375446227554,5581.0
Retail Trade,15848.93192461114,3883.0
Retail Trade,17782.794100389227,4709.0
Retail Trade,19952.62314968879,9564.0
Retail Trade,22387.21138568338,9949.0
Retail Trade,25118.864315095823,6134.0
Retail Trade,28183.82931264455,10461.0
Retail Trade,31622.776601683792,9692.0
Retail Trade,35481.33892335753,6140.0
Retail Trade,39810.71705534969,9119.0
Retail Trade,44668.359215096345,10158.0
Retail Trade,50118.72336272725,4762.0
Retail Trade,56234.13251903491,5488.0
Retail Trade,63095.7344480193,4803.0
Retail Trade,70794.57843841374,3092.0
Retail Trade,79432.82347242821,3722.0
Retail Trade,89125.0938133746,2512.0
Retail Trade,100000.0,3687.0
Retail Trade,112201.84543019629,2299.0
Retail Trade,125892.54117941661,1645.0
Retail Trade,141253.75446227554,1510.0
Retail Trade,158489.3192461114,966.0
Retail Trade,177827.94100389228,710.0
Retail Trade,199526.2314968879,1039.0
Retail Trade,223872.11385683378,699.0
Retail Trade,251188.6431509582,209.0
Retail Trade,281838.2931264455,337.0
Retail Trade,316227.7660168379,128.0
Retail Trade,354813.3892335753,59.0
Retail Trade,398107.1705534969,136.0
Retail Trade,446683.5921509635,230.0
Retail Trade,501187.2336272725,264.0
Retail Trade,562341.3251903491,221.0
Retail Trade,630957.344480193,99.0
Retail Trade,707945.7843841374,89.0
Management of Companies and Enterprises,1995.2623149688789,64.0
Management of Companies and Enterprises,2238.72113856834,541.0
Management of Companies and Enterprises,2511.88643150958,210.0
Management of Companies and Enterprises,2818.382931264455,694.0
Management of Companies and Enterprises,3162.2776601683795,349.0
Management of Companies and Enterprises,3548.133892335753,320.0
Management of Companies and Enterprises,3981.0717055349733,740.0
Management of Companies and Enterprises,4466.835921509631,1517.0
Management of Companies and Enterprises,5011.872336272725,423.0
Management of Companies and Enterprises,5623.413251903491,1094.0
Management of Companies and Enterprises,6309.57344480193,776.0
Management of Companies and Enterprises,7079.457843841381,548.0
Management of Companies and Enterprises,7943.282347242814,1027.0
Management of Companies and Enterprises,8912.509381337459,843.0
Management of Companies and Enterprises,10000.0,2086.0
Management of Companies and Enterprises,11220.18454301963,1633.0
Management of Companies and Enterprises,12589.254117941662,1282.0
Management of Companies and Enterprises,14125.375446227554,1795.0
Management of Companies and Enterprises,15848.93192461114,1277.0
Management of Companies and Enterprises,17782.794100389227,1462.0
Management of Companies and Enterprises,19952.62314968879,3287.0
Management of Companies and Enterprises,22387.21138568338,3270.0
Management of Companies and Enterprises,25118.864315095823,1869.0
Management of Companies and Enterprises,28183.82931264455,3659.0
Management of Companies and Enterprises,31622.776601683792,3270.0
Management of Companies and Enterprises,35481.33892335753,2292.0
Management of Companies and Enterprises,39810.71705534969,4086.0
Management of Companies and Enterprises,44668.359215096345,5132.0
Management of Companies and Enterprises,50118.72336272725,2535.0
Management of Companies and Enterprises,56234.13251903491,3014.0
Management of Companies and Enterprises,63095.7344480193,2728.0
Management of Companies and Enterprises,70794.57843841374,1828.0
Management of Companies and Enterprises,79432.82347242821,2007.0
Management of Companies and Enterprises,89125.0938133746,1313.0
Management of Companies and Enterprises,100000.0,1548.0
Management of Companies and Enterprises,112201.84543019629,797.0
Management of Companies and Enterprises,125892.54117941661,574.0
Management of Companies and Enterprises,141253.75446227554,489.0
Management of Companies and Enterprises,158489.3192461114,321.0
Management of Companies and Enterprises,177827.94100389228,189.0
Management of Companies and Enterprises,199526.2314968879,283.0
Management of Companies and Enterprises,223872.11385683378,170.0
Management of Companies and Enterprises,251188.6431509582,62.0
Management of Companies and Enterprises,281838.2931264455,53.0
Management of Companies and Enterprises,316227.7660168379,36.0
Management of Companies and Enterprises,354813.3892335753,16.0
Management of Companies and Enterprises,398107.1705534969,26.0
Management of Companies and Enterprises,446683.5921509635,51.0
Management of Companies and Enterprises,501187.2336272725,51.0
Management of Companies and Enterprises,562341.3251903491,47.0
Management of Companies and Enterprises,630957.344480193,10.0
Management of Companies and Enterprises,707945.7843841374,22.0
"Agriculture, Forestry, Fishing and Hunting",1995.2623149688789,18.0
"Agriculture, Forestry, Fishing and Hunting",2238.72113856834,177.0
"Agriculture, Forestry, Fishing and Hunting",2511.88643150958,63.0
"Agriculture, Forestry, Fishing and Hunting",2818.382931264455,299.0
"Agriculture, Forestry, Fishing and Hunting",3162.2776601683795,99.0
"Agriculture, Forestry, Fishing and Hunting",3548.133892335753,76.0
"Agriculture, Forestry, Fishing and Hunting",3981.0717055349733,252.0
"Agriculture, Forestry, Fishing and Hunting",4466.835921509631,533.0
"Agriculture, Forestry, Fishing and Hunting",5011.872336272725,98.0
"Agriculture, Forestry, Fishing and Hunting",5623.413251903491,330.0
"Agriculture, Forestry, Fishing and Hunting",6309.57344480193,245.0
"Agriculture, Forestry, Fishing and Hunting",7079.457843841381,150.0
"Agriculture, Forestry, Fishing and Hunting",7943.282347242814,293.0
"Agriculture, Forestry, Fishing and Hunting",8912.509381337459,209.0
"Agriculture, Forestry, Fishing and Hunting",10000.0,569.0
"Agriculture, Forestry, Fishing and Hunting",11220.18454301963,503.0
"Agriculture, Forestry, Fishing and Hunting",12589.254117941662,345.0
"Agriculture, Forestry, Fishing and Hunting",14125.375446227554,484.0
"Agriculture, Forestry, Fishing and Hunting",15848.93192461114,337.0
"Agriculture, Forestry, Fishing and Hunting",17782.794100389227,464.0
"Agriculture, Forestry, Fishing and Hunting",19952.62314968879,1172.0
"Agriculture, Forestry, Fishing and Hunting",22387.21138568338,1210.0
"Agriculture, Forestry, Fishing and Hunting",25118.864315095823,674.0
"Agriculture, Forestry, Fishing and Hunting",28183.82931264455,1184.0
"Agriculture, Forestry, Fishing and Hunting",31622.776601683792,1158.0
"Agriculture, Forestry, Fishing and Hunting",35481.33892335753,808.0
"Agriculture, Forestry, Fishing and Hunting",39810.71705534969,1218.0
"Agriculture, Forestry, Fishing and Hunting",44668.359215096345,1533.0
"Agriculture, Forestry, Fishing and Hunting",50118.72336272725,701.0
"Agriculture, Forestry, Fishing and Hunting",56234.13251903491,868.0
"Agriculture, Forestry, Fishing and Hunting",63095.7344480193,693.0
"Agriculture, Forestry, Fishing and Hunting",70794.57843841374,485.0
"Agriculture, Forestry, Fishing and Hunting",79432.82347242821,459.0
"Agriculture, Forestry, Fishing and Hunting",89125.0938133746,325.0
"Agriculture, Forestry, Fishing and Hunting",100000.0,424.0
"Agriculture, Forestry, Fishing and Hunting",112201.84543019629,167.0
"Agriculture, Forestry, Fishing and Hunting",125892.54117941661,154.0
"Agriculture, Forestry, Fishing and Hunting",141253.75446227554,136.0
"Agriculture, Forestry, Fishing and Hunting",158489.3192461114,69.0
"Agriculture, Forestry, Fishing and Hunting",177827.94100389228,48.0
"Agriculture, Forestry, Fishing and Hunting",199526.2314968879,77.0
"Agriculture, Forestry, Fishing and Hunting",223872.11385683378,63.0
"Agriculture, Forestry, Fishing and Hunting",251188.6431509582,18.0
"Agriculture, Forestry, Fishing and Hunting",281838.2931264455,20.0
"Agriculture, Forestry, Fishing and Hunting",316227.7660168379,3.0
"Agriculture, Forestry, Fishing and Hunting",354813.3892335753,7.0
"Agriculture, Forestry, Fishing and Hunting",398107.1705534969,17.0
"Agriculture, Forestry, Fishing and Hunting",446683.5921509635,45.0
"Agriculture, Forestry, Fishing and Hunting",501187.2336272725,15.0
"Agriculture, Forestry, Fishing and Hunting",562341.3251903491,20.0
"Agriculture, Forestry, Fishing and Hunting",630957.344480193,7.0
Services,1995.2623149688789,47.0
Services,2238.72113856834,325.0
Services,2511.88643150958,146.0
Services,2818.382931264455,449.0
Services,3162.2776601683795,262.0
Services,3548.133892335753,237.0
Services,3981.0717055349733,493.0
Services,4466.835921509631,808.0
Services,5011.872336272725,221.0
Services,5623.413251903491,634.0
Services,6309.57344480193,501.0
Services,7079.457843841381,338.0
Services,7943.282347242814,632.0
Services,8912.509381337459,542.0
Services,10000.0,1233.0
Services,11220.18454301963,1021.0
Services,12589.254117941662,836.0
Services,14125.375446227554,1100.0
Services,15848.93192461114,824.0
Services,17782.794100389227,1017.0
Services,19952.62314968879,2109.0
Services,22387.21138568338,2097.0
Services,25118.864315095823,1347.0
Services,28183.82931264455,2045.0
Services,31622.776601683792,1873.0
Services,35481.33892335753,1482.0
Services,39810.71705534969,2146.0
Services,44668.359215096345,2426.0
Services,50118.72336272725,1223.0
Services,56234.13251903491,1355.0
Services,63095.7344480193,1106.0
Services,70794.57843841374,659.0
Services,79432.82347242821,665.0
Services,89125.0938133746,391.0
Services,100000.0,443.0
Services,112201.84543019629,252.0
Services,125892.54117941661,160.0
Services,141253.75446227554,107.0
Services,158489.3192461114,68.0
Services,177827.94100389228,47.0
Services,199526.2314968879,65.0
Services,223872.11385683378,33.0
Services,251188.6431509582,15.0
Services,281838.2931264455,19.0
Services,316227.7660168379,14.0
Services,354813.3892335753,2.0
Services,398107.1705534969,6.0
Services,446683.5921509635,7.0
Services,501187.2336272725,17.0
Services,562341.3251903491,12.0
Services,630957.344480193,2.0
Services,707945.7843841374,5.0
"Arts, Entertainment, and Recreation",1995.2623149688789,359.0
"Arts, Entertainment, and Recreation",2238.72113856834,2477.0
"Arts, Entertainment, and Recreation",2511.88643150958,848.0
"Arts, Entertainment, and Recreation",2818.382931264455,4233.0
"Arts, Entertainment, and Recreation",3162.2776601683795,1853.0
"Arts, Entertainment, and Recreation",3548.133892335753,1162.0
"Arts, Entertainment, and Recreation",3981.0717055349733,3753.0
"Arts, Entertainment, and Recreation",4466.835921509631,6162.0
"Arts, Entertainment, and Recreation",5011.872336272725,1393.0
"Arts, Entertainment, and Recreation",5623.413251903491,3680.0
"Arts, Entertainment, and Recreation",6309.57344480193,2960.0
"Arts, Entertainment, and Recreation",7079.457843841381,1760.0
"Arts, Entertainment, and Recreation",7943.282347242814,3686.0
"Arts, Entertainment, and Recreation",8912.509381337459,2572.0
"Arts, Entertainment, and Recreation",10000.0,6563.0
"Arts, Entertainment, and Recreation",11220.18454301963,4791.0
"Arts, Entertainment, and Recreation",12589.254117941662,3248.0
"Arts, Entertainment, and Recreation",14125.375446227554,4876.0
"Arts, Entertainment, and Recreation",15848.93192461114,3237.0
"Arts, Entertainment, and Recreation",17782.794100389227,3816.0
"Arts, Entertainment, and Recreation",19952.62314968879,8169.0
"Arts, Entertainment, and Recreation",22387.21138568338,7358.0
"Arts, Entertainment, and Recreation",25118.864315095823,4126.0
"Arts, Entertainment, and Recreation",28183.82931264455,6803.0
"Arts, Entertainment, and Recreation",31622.776601683792,5285.0
"Arts, Entertainment, and Recreation",35481.33892335753,3270.0
"Arts, Entertainment, and Recreation",39810.71705534969,5290.0
"Arts, Entertainment, and Recreation",44668.359215096345,5794.0
"Arts, Entertainment, and Recreation",50118.72336272725,2564.0
"Arts, Entertainment, and Recreation",56234.13251903491,3174.0
"Arts, Entertainment, and Recreation",63095.7344480193,2708.0
"Arts, Entertainment, and Recreation",70794.57843841374,1641.0
"Arts, Entertainment, and Recreation",79432.82347242821,1761.0
"Arts, Entertainment, and Recreation",89125.0938133746,1113.0
"Arts, Entertainment, and Recreation",100000.0,1480.0
"Arts, Entertainment, and Recreation",112201.84543019629,822.0
"Arts, Entertainment, and Recreation",125892.54117941661,523.0
"Arts, Entertainment, and Recreation",141253.75446227554,517.0
"Arts, Entertainment, and Recreation",158489.3192461114,307.0
"Arts, Entertainment, and Recreation",177827.94100389228,195.0
"Arts, Entertainment, and Recreation",199526.2314968879,288.0
"Arts, Entertainment, and Recreation",223872.11385683378,215.0
"Arts, Entertainment, and Recreation",251188.6431509582,72.0
"Arts, Entertainment, and Recreation",281838.2931264455,103.0
"Arts, Entertainment, and Recreation",316227.7660168379,45.0
"Arts, Entertainment, and Recreation",354813.3892335753,27.0
"Arts, Entertainment, and Recreation",398107.1705534969,50.0
"Arts, Entertainment, and Recreation",446683.5921509635,94.0
"Arts, Entertainment, and Recreation",501187.2336272725,96.0
"Arts, Entertainment, and Recreation",562341.3251903491,91.0
"Arts, Entertainment, and Recreation",630957.344480193,54.0
"Arts, Entertainment, and Recreation",707945.7843841374,40.0
